ttl,ip,rttHop,rttTot,lat,lon,outlier
1,190.190.202.84,4.827877570842874,4.827877570842874,-34.4231,-58.583,False
6,181.96.113.234,35.499711146299866,40.32758871714274,-31.429,-64.1756,False
7,195.22.220.56,-21.26061916351318,19.06696955362956,43.1479,12.1097,False
8,89.221.41.181,134.33073361714682,153.39770317077637,43.1479,12.1097,True
9,89.221.41.231,7.871230443318694,161.26893361409506,43.1479,12.1097,False
17,13.226.52.119,-11.66706879933676,149.6018648147583,37.751,-97.822,False
